ID,IPA,POS,Alt form,Def,defFr,defDu,defEn,C1 IPA,C2 IPA,C1 Voicing,C2 Voicing,C1 place,C2 place,Homorganic,C1 Manner,C2 Manner,T-D,N-ND,D-ND,KP-K,T-N,T-ND,D-N
3594,yàkà,(s.),,"liane, plante grirtfpante. Liaan, slingerplant. plante, autre que l’espèce ordinaire. Andere soort van, boom of plant dan de gewone soort.","liane, plante grirtfpante","Liaan, slingerplant",,y,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3597,yala,(v.),,"délier, déplier ; être délié, — déplié, — défait. Losmaken, openvouwen ; losgekomen zijn, openvallen.","délier, déplier ; être délié, — déplié, — défait","Losmaken, openvouwen ; losgekomen zijn, openvallen",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3598,yala,(v.),"yàlà zù-, yàlà yàlɛ̀ ",", : rêver, avoir des rêves. Dromen.",", yàlà zù-, yàlà yàlɛ̀ : rêver, avoir des rêves",Dromen,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3599,yàlà,(s.),,"sommeil. Slaap, vaak.",sommeil,"Slaap, vaak",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3600,yálà,(s. r.),,"imagination, allusion, mensonge. Verbeelding, zelfbedrog, leugen.","imagination, allusion, mensonge","Verbeelding, zelfbedrog, leugen",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3601,yále̍,(s. cfr.),yámbà, : parenté maternelle. Familie langs moederskant.,yámbà : parenté maternelle,Familie langs moederskant,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3602,yàlɛ̀,(s.),,rêve. Droom.,rêve,Droom,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3603,yálɛ̀,(s. r.),dɛ̀ yálɛ̀ ,: être désobéissant’. Ongehoorzaam zijn.,dɛ̀ yálɛ̀ : être désobéissant’,Ongehoorzaam zijn,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3604,yàli̍,(s.),,camaraderie. Kameraadschap.,camaraderie,Kameraadschap,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3605,yamba,(v.),,"essayer, éprouver. Beproeven, proeven.","essayer, éprouver","Beproeven, proeven",,y,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
3607,ya̍ŋga̍,(s.),,"joie, contentement, allégresse. Vreugde, blijdschap.","joie, contentement, allégresse","Vreugde, blijdschap",,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3608,yàŋga̍,(s.),,grenier dans la case. Maïszolder in hut.,grenier dans la case,Maïszolder in hut,,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3610,yàŋgé,(s.),,"garde-bœufs, petit héron blanc. Gewoon wit reigertje, koereigertje (Bubulcus ibis).","garde-bœufs, petit héron blanc","Gewoon wit reigertje, koereigertje (Bubulcus ibis)",,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3611,yàŋgé,(s.),,puiné de jumeaux. Kind geboren na tweeling.,puiné de jumeaux,Kind geboren na tweeling,,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3612,yapa,(v.),,"changer, échanger. Verwisselen, verruilen.","changer, échanger","Verwisselen, verruilen",,y,p,voiced,voiceless,other,lab,non-homorganic,other,T,No,No,No,No,No,No,No
3613,yeke,(v.),,"se dissoudre, se fondre. Oplossen, smelten.","se dissoudre, se fondre","Oplossen, smelten",,y,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3614,yeke,(v. r.),,"être stupide, ne rien valoir. Dom zijn, voor niets deugen.","être stupide, ne rien valoir","Dom zijn, voor niets deugen",,y,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3615,yele,(v.),,"jaunir, .être jaune. Geel worden, geel zijn.","jaunir,",être jaune,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3616,ye̍le̍,(s.),,"panier rond, tressé serré. Ronde mand van licht maar dicht vlechtwerk.","panier rond, tressé serré",Ronde mand van licht maar dicht vlechtwerk,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3617,yélè,(s.),,buffle. Buffel (Syncerus nanus).,buffle,Buffel (Syncerus nanus),,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3619,yɛ’bɛ,(v.),,"s’étendre, s’agrandir, se propager. Zich uitbreiden, zich verbreiden, openlopen.","s’étendre, s’agrandir, se propager","Zich uitbreiden, zich verbreiden, openlopen",,y,b',voiced,voiced,other,lab,non-homorganic,other,other,No,No,No,No,No,No,No
3620,yɛkɛ,(v.),,"surmener, tenir occupé. Overladen met werk„ gedurig in beweging houden, aan de gang houden.","surmener, tenir occupé","Overladen met werk„ gedurig in beweging houden, aan de gang houden",,y,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3622,yɛlɛ,(v.),,"attendre, se trouver 'en attente, se mettre à l’attente. Opwachten, afwach- ' ten.","attendre, se trouver 'en attente, se mettre à l’attente","Opwachten, afwach- ' ten",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3623,yɛlɛ,(v.),,"étendre, étaler. Openspreiden, openleggen.","étendre, étaler","Openspreiden, openleggen",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3624,yɛ̀lɛ̍,(s.),,petit tamis pour farine. Kleine meelzeef.,petit tamis pour farine,Kleine meelzeef,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3625,yɛ̀lɛ̀,(s.),,"ennui, paresse. Verveling, luiheid.","ennui, paresse","Verveling, luiheid",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3626,yɛmbɛ,(v.),,"basculer, chanceler, vaciller. Waggelen, wankelen .","basculer, chanceler, vaciller","Waggelen, wankelen",,y,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
3627,yɛŋgɛ,(v.),,"se promener, flâner, sortir sans but. Wande- „ len, slenteren, uitgaan.","se promener, flâner, sortir sans but","Wande- „ len, slenteren, uitgaan",,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3628,yɛsɛ,(v. cfr.),yɛlɛ," : répandre, étendre. Openstrooien, openspreiden.","yɛlɛ : répandre, étendre","Openstrooien, openspreiden",,y,s,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3629,yìkà,(s. cfr.),ìyàkà, : perle. Parel.,ìyàkà : perle,Parel,,y,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3632,yòlo̍,(s.),,"plante de la familie du gingembre, commune à la lisière des forêts. Bosrandplant met lange bladstengel en lichtpaarse bloem tegen de grond (Afro- momum).","plante de la familie du gingembre, commune à la lisière des forêts",Bosrandplant met lange bladstengel en lichtpaarse bloem tegen de grond (Afro- momum),,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3633,yolo,(v.),,"se trouver, être debout. Zich bevinden, staan.","se trouver, être debout","Zich bevinden, staan",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3634,yòŋgò,(s. étr.),,"dette, prêt, emprunt. Lening, schuld.","dette, prêt, emprunt","Lening, schuld",,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3637,yɔ’dɔ,(v.),,"engloutir, avaler. Zwelgen, inslikken, doorzwelgen (iets vast).","engloutir, avaler","Zwelgen, inslikken, doorzwelgen (iets vast)",,y,d',voiced,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3638,yɔ̀là,(s.),,danse. Dans.,danse,Dans,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3639,yɔlɔ,(v.),,"couper en surface, rayer ; être coupé en, surface, être rg,yé. Ondiepe snee. geven, schreef maken; ingesneden zijn, gestreept zijn.","couper en surface, rayer ; être coupé en, surface, être rg,yé",Ondiepe snee,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3640,yɔlɔ,(v. r. ),,appartenir à. Toebehoren.,appartenir à,Toebehoren,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3641,yɔlɔ,(v. r. cfr.),saka," : enlever un à un, trier. Een voor een uit hoeveelheid nemen en verplaatsen.","saka : enlever un à un, trier",Een voor een uit hoeveelheid nemen en verplaatsen,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3642,yɔ́mbɔ̀,(s. étr.),,"huile parfumée, faite de graines ou parties végétales aromatiques., Geurige olie uit kernen of andere plantendelen.","huile parfumée, faite de graines ou parties végétales aromatiques",", Geurige olie uit kernen of andere plantendelen",,y,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
3644,yɔndɔ,(v.),,"être insensé, — idiot ; agir en insensé, faire des bêtises ; offenser, outrager, se moquer de. Dwaas zijn, dom —, lummelachtig zijn ; dwaas handelen; dwaas bejegenen, beledigen.","être insensé, — idiot ; agir en insensé, faire des bêtises ; offenser, outrager, se moquer de","Dwaas zijn, dom —, lummelachtig zijn ; dwaas handelen; dwaas bejegenen, beledigen",,y,nd,voiced,voiced,other,cor,non-homorganic,other,ND,No,No,No,No,No,No,No
3645,yɔŋgɔ,(v.),,"transporter—, déplacer des fardeaux. Weg en weer gaan al dragend, sjouwen.","transporter—, déplacer des fardeaux","Weg en weer gaan al dragend, sjouwen",,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3646,yɔŋgɔ,(v.),,amincir en forgeant. Tot fijne punt uitsmeden.,amincir en forgeant,Tot fijne punt uitsmeden,,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3649,yulu,(v.),,"passer dans, insérer, ficher dans ; passer à, emboîter, embrocher. Insteken; aansteken, aanspeten.","passer dans, insérer, ficher dans ; passer à, emboîter, embrocher","Insteken; aansteken, aanspeten",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3650,yulu,(v.),,laver à grande eau. Spoelen in water.,laver à grande eau,Spoelen in water,,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3653,yulu,(v.),,"s’échauffer de fièvre ou de fermentation, fermenter. Verhit zijn, aan het gisten zijn.","s’échauffer de fièvre ou de fermentation, fermenter","Verhit zijn, aan het gisten zijn",,y,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3655,yùŋgù,(s. cfr.),mɔ̀kótó, : tamtam. Houten trommel.,mɔ̀kótó : tamtam,Houten trommel,,y,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3658,za’da,(v.),,enlever avec les racines. Met wortel en al uitdoen.,enlever avec les racines,Met wortel en al uitdoen,,z,d',voiced,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3659,zafa,(v.),,éternuer. Niezen..,éternuer,Niezen,,z,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3660,zafa,(v.),,"se disloquer, déraper, se détendre. Losschieten, wpg- schieten.","se disloquer, déraper, se détendre","Losschieten, wpg- schieten",,z,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3661,zàgbà,(s.),,piège pour* grands. animaux. Val voor grote dieren.,piège pour* grands,animaux,,z,gb,voiced,voiced,other,labdor,non-homorganic,other,D,No,No,No,No,No,No,No
3663,zákà,(s.),,sifflet fétiche.. Uitgëhold fetischstokje.,sifflet fétiche,,,z,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3664,zàlà,(s.),,oreille. Oor.,oreille,Oor,,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3665,zãlã,(v.),,"se durcir (de légumes, .racines^ bourgeons). Hard worden (van Jets groenJ of rauw).","se durcir (de légumes,",racines^ bourgeons),,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3666,zámbà-,(s.),zámba̍ zù-. ,", : cornes, antennes d’insectes; Hoorns, voelhoorns.",", zámba̍ zù-",": cornes, antennes d’insectes; Hoorns, voelhoorns",,z,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
3669,zàndò,(s. étr.),,marché. Markt.,marché,Markt,,z,nd,voiced,voiced,other,cor,non-homorganic,other,ND,No,No,No,No,No,No,No
3670,zaŋa,(v.),,"mêler, mélanger ; être mêlé. Mengen, dooreenmengen. Vermengd zijn.","mêler, mélanger ; être mêlé","Mengen, dooreenmengen",,z,ŋ,voiced,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
3671,zapa,(v. cfr.),zafa, : éteri^jer. Niezen.,,,,z,p,voiced,voiceless,other,lab,non-homorganic,other,T,No,No,No,No,No,No,No
3672,zele,(v.),,"entendre, écouter, comprendre. Horen, luisteren, verstaan.","entendre, écouter, comprendre","Horen, luisteren, verstaan",,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3673,zeŋge,(v.),,"épier, écouter en cachette, guetter. Bespieden, beluisteren, beloeren.","épier, écouter en cachette, guetter","Bespieden, beluisteren, beloeren",,z,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3677,zɛ’dɛ,(v.),,"secouer —, renverser —, remuer les mets en faisant la cuisson. Omwefpen—-, omschudden —, omwerken van het eten bij het bereiden.","secouer —, renverser —, remuer les mets en faisant la cuisson","Omwefpen—-, omschudden —, omwerken van het eten bij het bereiden",,z,d',voiced,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3678,zɛ̀kɛ̀,(s.),,lune; mois. Maan; maand.,lune; mois,Maan; maand,,z,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3679,zɛlɛ,(v.),,"faire mal, souffrir ^ être malade. Zeer doen, pijn hebben.","faire mal, souffrir ^ être malade","Zeer doen, pijn hebben",,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3680,zɛ̍lɛ̍,(s.),,maladie. Ziekte.,maladie,Ziekte,,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3681,zɛŋgɛ,(v.),,"prélever, enlever sa part. Zijn deel wegnemen.","prélever, enlever sa part",Zijn deel wegnemen,,z,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3686,zifi,"(v., cfr.)",zipi, : projeter en tournant. Wegzwaaien.,zipi : projeter en tournant,Wegzwaaien,,z,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3687,ziki,(v. r. cfr.),zi," : tourner en rond, courir dans le même cercle. Ronddraaien, in kring rondlopen.","zi : tourner en rond, courir dans le même cercle","Ronddraaien, in kring rondlopen",,z,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3688,zi̍ki̍,(s.),,"aigle chasseur des singes. Grote bosarend, apenarend (Ste- phanoaetus coronatus)..",aigle chasseur des singes,"Grote bosarend, apenarend (Ste- phanoaetus coronatus)",,z,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3689,zĩlĩ,(v.),,"descendre, couler par terre. Neerdalen, afdalen, neer- çlrûipen. .","descendre, couler par terre","Neerdalen, afdalen, neer- çlrûipen",,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3690,zimi,(v.),zumu,"   : faire descendre, déposer d’en haut (au moyen d’une corde). Neerlaten.",#NAME?,Neerlaten,,z,m,voiced,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
3691,zìnzò,(s.),,vertige à cause d’un: coup de soleil. Draaierigheid in hoofd door verhitting; zonneslag.,vertige à cause d’un: coup de soleil,Draaierigheid in hoofd door verhitting; zonneslag,,z,nz,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3692,zipi,(v.),zifi,", =  : projeter en tournoyant. Wegzwaaien, afslingeren.",", = zifi : projeter en tournoyant","Wegzwaaien, afslingeren",,z,p,voiced,voiceless,other,lab,non-homorganic,other,T,No,No,No,No,No,No,No
3694,zolo,(v.),,"battre l’eau ; ruisseler, être trempé. Plonsen in 'L water ; druipen van het, nat.","battre l’eau ; ruisseler, être trempé","Plonsen in 'L water ; druipen van het, nat",,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3695,zo̍lo̍,(s.),wí zo̍lo̍ ,", : homme ou -femjne qui pratiquent la circoncision. Man of vrouw die de besnijdenis toepast.",", wí zo̍lo̍ : homme ou -femjne qui pratiquent la circoncision",Man of vrouw die de besnijdenis toepast,,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3696,zoŋgo,(v.),zòŋgò tɛ̀- ,: jurer. Zweren.,zòŋgò tɛ̀- : jurer,Zweren,,z,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
3701,zɔ̀lɔ̀,(s.),,"saison, temps de — ’ Jaargetijde, tijd van —.","saison, temps de — ’ Jaargetijde, tijd van —",,,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3702,zɔ̍lɔ̍,(s.),,petites pustules à la tête et au visage. Kleine zweertjes op het hoofd en het gezicht.,petites pustules à la tête et au visage,Kleine zweertjes op het hoofd en het gezicht,,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3707,zu’du,(v.),,"s’effondrer, s’écrouler, s’affaisser ; arracher de terre, déraciner. Invallen, instorten ; uittrekken.","s’effondrer, s’écrouler, s’affaisser ; arracher de terre, déraciner","Invallen, instorten ; uittrekken",,z,d',voiced,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
3708,zùfà,(s.),zùpà,", =  : fouet de liane ou branche flexible. Zweep uit buigzame wis of liaan.",", = zùpà : fouet de liane ou branche flexible",Zweep uit buigzame wis of liaan,,z,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3709,zùfã̀,(s.),zùpã̀,", —  : moustique, moucheron. Mug.",", — zùpã̀ : moustique, moucheron",Mug,,z,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
3711,zuku,(v.),,"chercher des moyens d’existence,'chercher un gagne- pain. Onderkomen zoeken, werk zoeken.","chercher des moyens d’existence,'chercher un gagne- pain","Onderkomen zoeken, werk zoeken",,z,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
3712,zùlà,(s.),,"rat, souris. Rat, muis.","rat, souris","Rat, muis",,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3713,zulu,(v.),zùlù yàlà,",  : somnoler,, sommeiller. Sluimeren, knikkebollen.",", zùlù yàlà : somnoler,, sommeiller","Sluimeren, knikkebollen",,z,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
3714,zùmà,(s.),,chant. Zang.,chant,Zang,,z,m,voiced,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
3715,zumu,(v.),zimi,"  : faire descendre, baisser qc. qui pend ; se laisser descendre. Neerlaten, laten zakken ; zich neerlaten.",#NAME?,qui pend ; se laisser descendre,,z,m,voiced,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
3716,zùpà,(s.),zùfà,", = zùfà : fouet de branche flexible. Zweep uit wis.",", = zùfà : fouet de branche flexible",Zweep uit wis,,z,p,voiced,voiceless,other,lab,non-homorganic,other,T,No,No,No,No,No,No,No
3717,zùpã̀,(s.),zùfã̀,", = zùfã̀ : moustique,  Mug.",", = zùfã̀ : moustique,  Mug",,,z,p,voiced,voiceless,other,lab,non-homorganic,other,T,No,No,No,No,No,No,No
2073,ba̍li̍a̍,(s.),,provocation. Kwaad- stokerij.,provocation,Kwaad- stokerij,,b,l,voiced,voiced,lab,other,non-homorganic,D,other,No,No,No,No,No,No,No
2198,dándèà,(s.),, petite hirondelle noire. Gewone zwarte holenzwaluw (Psalidoprocne sp.),,,,d,nd,voiced,voiced,cor,cor,homorganic,D,ND,No,No,Yes,No,No,No,No
2285,dúu̍dú,(s.),," espVce de grand coucou à éperon. Grote spoorkoekoek (in open land), zijn roep is eiken morgen en avond te horen (Centropus sp.)",,,,d,d,voiced,voiced,cor,cor,homorganic,D,D,No,No,No,No,No,No,No
